"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IND","India","EMP15_P","Time spent in paid work, by sex","WOMEN","Women","1564","15-64","LATEST_YEAR","Latest year","MPD","Minutes per day","0","Units",,,184.7,,
"IND","India","EMP15_T","Time spent in total work, by sex","MEN","Men","1564","15-64","LATEST_YEAR","Latest year","MPD","Minutes per day","0","Units",,,442.3,,
"IND","India","EMP15_T","Time spent in total work, by sex","WOMEN","Women","1564","15-64","LATEST_YEAR","Latest year","MPD","Minutes per day","0","Units",,,536.6,,
"LVA","Latvia","EMP15_U","Time spent in unpaid work, by sex","MEN","Men","1564","15-64","LATEST_YEAR","Latest year","MPD","Minutes per day","0","Units",,,129.7,,
"LVA","Latvia","EMP15_U","Time spent in unpaid work, by sex","WOMEN","Women","1564","15-64","LATEST_YEAR","Latest year","MPD","Minutes per day","0","Units",,,253.3,,
"LVA","Latvia","EMP15_P","Time spent in paid work, by sex","MEN","Men","1564","15-64","LATEST_YEAR","Latest year","MPD","Minutes per day","0","Units",,,376.9,,
"LVA","Latvia","EMP15_P","Time spent in paid work, by sex","WOMEN","Women","1564","15-64","LATEST_YEAR","Latest year","MPD","Minutes per day","0","Units",,,288.5,,
"LVA","Latvia","EMP15_T","Time spent in total work, by sex","MEN","Men","1564","15-64","LATEST_YEAR","Latest year","MPD","Minutes per day","0","Units",,,506.7,,
"LVA","Latvia","EMP15_T","Time spent in total work, by sex","WOMEN","Women","1564","15-64","LATEST_YEAR","Latest year","MPD","Minutes per day","0","Units",,,541.7,,
"SVN","Slovenia","EMP15_U","Time spent in unpaid work, by sex","MEN","Men","1564","15-64","LATEST_YEAR","Latest year","MPD","Minutes per day","0","Units",,,166.5,,
"SVN","Slovenia","EMP15_U","Time spent in unpaid work, by sex","WOMEN","Women","1564","15-64","LATEST_YEAR","Latest year","MPD","Minutes per day","0","Units",,,286.2,,
"SVN","Slovenia","EMP15_P","Time spent in paid work, by sex","MEN","Men","1564","15-64","LATEST_YEAR","Latest year","MPD","Minutes per day","0","Units",,,299.8,,
"SVN","Slovenia","EMP15_P","Time spent in paid work, by sex","WOMEN","Women","1564","15-64","LATEST_YEAR","Latest year","MPD","Minutes per day","0","Units",,,234.2,,
"SVN","Slovenia","EMP15_T","Time spent in total work, by sex","MEN","Men","1564","15-64","LATEST_YEAR","Latest year","MPD","Minutes per day","0","Units",,,466.3,,
"SVN","Slovenia","EMP15_T","Time spent in total work, by sex","WOMEN","Women","1564","15-64","LATEST_YEAR","Latest year","MPD","Minutes per day","0","Units",,,520.4,,
"ZAF","South Africa","EMP15_U","Time spent in unpaid work, by sex","MEN","Men","1564","15-64","LATEST_YEAR","Latest year","MPD","Minutes per day","0","Units",,,102.9,,
"ZAF","South Africa","EMP15_U","Time spent in unpaid work, by sex","WOMEN","Women","1564","15-64","LATEST_YEAR","Latest year","MPD","Minutes per day","0","Units",,,249.6,,
"ZAF","South Africa","EMP15_P","Time spent in paid work, by sex","MEN","Men","1564","15-64","LATEST_YEAR","Latest year","MPD","Minutes per day","0","Units",,,294.2,,
"ZAF","South Africa","EMP15_P","Time spent in paid work, by sex","WOMEN","Women","1564","15-64","LATEST_YEAR","Latest year","MPD","Minutes per day","0","Units",,,195,,
"ZAF","South Africa","EMP15_T","Time spent in total work, by sex","MEN","Men","1564","15-64","LATEST_YEAR","Latest year","MPD","Minutes per day","0","Units",,,397.1,,
"ZAF","South Africa","EMP15_T","Time spent in total work, by sex","WOMEN","Women","1564","15-64","LATEST_YEAR","Latest year","MPD","Minutes per day","0","Units",,,444.6,,
"LUX","Luxembourg","EMP15_U","Time spent in unpaid work, by sex","MEN","Men","1564","15-64","LATEST_YEAR","Latest year","MPD","Minutes per day","0","Units",,,121.1,,
"LUX","Luxembourg","EMP15_U","Time spent in unpaid work, by sex","WOMEN","Women","1564","15-64","LATEST_YEAR","Latest year","MPD","Minutes per day","0","Units",,,239.6,,
"LUX","Luxembourg","EMP15_P","Time spent in paid work, by sex","MEN","Men","1564","15-64","LATEST_YEAR","Latest year","MPD","Minutes per day","0","Units",,,330,,
"LUX","Luxembourg","EMP15_P","Time spent in paid work, by sex","WOMEN","Women","1564","15-64","LATEST_YEAR","Latest year","MPD","Minutes per day","0","Units",,,238.9,,
"LUX","Luxembourg","EMP15_T","Time spent in total work, by sex","MEN","Men","1564","15-64","LATEST_YEAR","Latest year","MPD","Minutes per day","0","Units",,,451.1,,
"LUX","Luxembourg","EMP15_T","Time spent in total work, by sex","WOMEN","Women","1564","15-64","LATEST_YEAR","Latest year","MPD","Minutes per day","0","Units",,,478.5,,
"LTU","Lithuania","EMP15_U","Time spent in unpaid work, by sex","MEN","Men","1564","15-64","LATEST_YEAR","Latest year","MPD","Minutes per day","0","Units",,,151.6,,
"LTU","Lithuania","EMP15_U","Time spent in unpaid work, by sex","WOMEN","Women","1564","15-64","LATEST_YEAR","Latest year","MPD","Minutes per day","0","Units",,,292,,
"LTU","Lithuania","EMP15_P","Time spent in paid work, by sex","MEN","Men","1564","15-64","LATEST_YEAR","Latest year","MPD","Minutes per day","0","Units",,,354.3,,
"LTU","Lithuania","EMP15_P","Time spent in paid work, by sex","WOMEN","Women","1564","15-64","LATEST_YEAR","Latest year","MPD","Minutes per day","0","Units",,,279.3,,
"LTU","Lithuania","EMP15_T","Time spent in total work, by sex","MEN","Men","1564","15-64","LATEST_YEAR","Latest year","MPD","Minutes per day","0","Units",,,505.9,,
"LTU","Lithuania","EMP15_T","Time spent in total work, by sex","WOMEN","Women","1564","15-64","LATEST_YEAR","Latest year","MPD","Minutes per day","0","Units",,,571.2,,
"OAVG","OECD - Average","EMP15_U","Time spent in unpaid work, by sex","MEN","Men","1564","15-64","LATEST_YEAR","Latest year","MPD","Minutes per day","0","Units",,,136.5,,
"OAVG","OECD - Average","EMP15_U","Time spent in unpaid work, by sex","WOMEN","Women","1564","15-64","LATEST_YEAR","Latest year","MPD","Minutes per day","0","Units",,,263.4,,
"OAVG","OECD - Average","EMP15_P","Time spent in paid work, by sex","MEN","Men","1564","15-64","LATEST_YEAR","Latest year","MPD","Minutes per day","0","Units",,,317.8,,
"OAVG","OECD - Average","EMP15_P","Time spent in paid work, by sex","WOMEN","Women","1564","15-64","LATEST_YEAR","Latest year","MPD","Minutes per day","0","Units",,,217.7,,
"OAVG","OECD - Average","EMP15_T","Time spent in total work, by sex","MEN","Men","1564","15-64","LATEST_YEAR","Latest year","MPD","Minutes per day","0","Units",,,454.3,,
"OAVG","OECD - Average","EMP15_T","Time spent in total work, by sex","WOMEN","Women","1564","15-64","LATEST_YEAR","Latest year","MPD","Minutes per day","0","Units",,,481.1,,
